IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"Feb 9, 2021",RAASY,Cloopen Group Holding Ltd - ADR,$16.00,$0.10,-99.38%,"Cheng Luo (Chief Executive Officer Assistant and Chairman), Changxun Sun (Chief Executive Officer), Yipeng Li (Chief Financial Officer), Xiegang Xiong (Chief Technology Officer and Chief Product Officer), Pengfei Yuan (Financial Director and Director)","Cloopen Group Holding Limited, through its subsidiaries, provides cloud-based communication solutions in the People's Republic of China.",China,Software - Application,Technology,"{'Cheng Luo': 'Chief Executive Officer Assistant and Chairman', 'Changxun Sun': 'Chief Executive Officer', 'Yipeng Li': 'Chief Financial Officer', 'Xiegang Xiong': 'Chief Technology Officer and Chief Product Officer', 'Pengfei Yuan': 'Financial Director and Director'}"
"Feb 9, 2021",ADAG,Adagene Inc.,$19.00,$2.66,-86.00%,"Dr. Peter P. Luo Ph.D. (Co- Founder, Chairman, Chief Executive Officer and President of Research &amp; Development), Man Kin Tam M.B.A. (Chief Financial Officer and Director), Dr. Jc Xu M.D., Ph.D. (Chief Scientific Officer), Ami Celeste Knoefler (Vice President of Investor Relations and Corporate Communications), Ling Zhou (Head of Human Resources), Dr. Qinghai Zhao (Chief Manufacturing Officer), Yan Li M.B.A. (Senior Vice President of Bioinformatics and Information Technology and Director), Xiaohong She (Senior Vice President and Head of Clinical Operations), Dr. Guizhong Liu Ph.D. (Senior Vice President of Early Drug Discovery), Alexander Goergen (Vice President and Head of Business Development)","Adagene Inc., a clinical stage biotechnology company, engages in the research, development, and production of monoclonal antibody drugs for cancers.",China,Biotechnology,Healthcare,"{'Dr. Peter P. Luo Ph.D.': 'Co- Founder, Chairman, Chief Executive Officer and President of Research &amp; Development', 'Man Kin Tam M.B.A.': 'Chief Financial Officer and Director', 'Dr. Jc Xu M.D., Ph.D.': 'Chief Scientific Officer', 'Ami Celeste Knoefler': 'Vice President of Investor Relations and Corporate Communications', 'Ling Zhou': 'Head of Human Resources', 'Dr. Qinghai Zhao': 'Chief Manufacturing Officer', 'Yan Li M.B.A.': 'Senior Vice President of Bioinformatics and Information Technology and Director', 'Xiaohong She': 'Senior Vice President and Head of Clinical Operations', 'Dr. Guizhong Liu Ph.D.': 'Senior Vice President of Early Drug Discovery', 'Alexander Goergen': 'Vice President and Head of Business Development'}"
"Feb 9, 2021",VENA,Venus Acquisition Corporation,$10.00,$10.47,4.70%,"Min Shu (Chief Executive Officer and Director), Li He (Chief Financial Officer), Shiwen Liu (Chief Operating Officer), Chengwei Yi (Chief Technical Officer)","MicroAlgo Inc. develops and applies central processing algorithm solutions to customers in internet advertisement, gaming, and intelligent chip industries in the People's Republic of China, Hong Kong, and internationally.",China,Software - Infrastructure,Technology,"{'Min Shu': 'Chief Executive Officer and Director', 'Li He': 'Chief Financial Officer', 'Shiwen Liu': 'Chief Operating Officer', 'Chengwei Yi': 'Chief Technical Officer'}"
"Feb 9, 2021",EPOW,"Sunrise New Energy Co., Ltd.",$4.00,$0.60,-85.00%,"Haiping Hu (Chairman and Chief Executive Officer), Chao Liu (Chief Financial Officer and Director), Chenming Qi (Chief Operating Officer)","Sunrise New Energy Co., Ltd. engages in the manufacture and sale of graphite anode material for EVs and other lithium-ion batteries.",China,Electrical Equipment & Parts,Industrials,"{'Haiping Hu': 'Chairman and Chief Executive Officer', 'Chao Liu': 'Chief Financial Officer and Director', 'Chenming Qi': 'Chief Operating Officer'}"
"Feb 9, 2021",SPAQ,Spartan Acquisition Corp. III,$10.00,$6.46,-35.40%,"Mathieu J.J. Bonnet (Chief Executive Officer and Executive Director), Ton Louwers (Chief Financial Officer), Alexis Galley (Chief Technology Officer), Manish Amrat Somaiya (Group Head of Investor Relations and Capital Markets)",Allego N.V. operates as an electric vehicle (EV) charging company.,Netherlands,Specialty Retail,Consumer Discretionary,"{'Mathieu J.J. Bonnet': 'Chief Executive Officer and Executive Director', 'Ton Louwers': 'Chief Financial Officer', 'Alexis Galley': 'Chief Technology Officer', 'Manish Amrat Somaiya': 'Group Head of Investor Relations and Capital Markets'}"
"Feb 9, 2021",PMGM,Priveterra Acquisition Corp.,$10.00,$10.84,8.40%,Oleg Grodnensky (Chief Executive Officer and Chairman of the Board),Priveterra Acquisition Corp. II does not have significant operations.,United States,Shell Companies,Financials,{'Oleg Grodnensky': 'Chief Executive Officer and Chairman of the Board'}
"Feb 8, 2021",BAOS,Baosheng Media Group Holdings Limited,$5.00,$2.16,-56.80%,"Shasha Mi (Chief Executive Officer and Chairperson), Yue Jin (Chief Financial Officer and Financial Director), Yujie Han (Secretary and Chief Compliance Officer)",Baosheng Media Group Holdings Limited operates as an online marketing solution provider in the People's Republic of China.,China,Advertising Agencies,Communication Services,"{'Shasha Mi': 'Chief Executive Officer and Chairperson', 'Yue Jin': 'Chief Financial Officer and Financial Director', 'Yujie Han': 'Secretary and Chief Compliance Officer'}"
"Feb 5, 2021",IMCR,Immunocore Holdings plc,$26.00,$35.94,38.23%,"Dr. Bahija Jallal Ph.D. (Chief Executive Officer and Director), Brian R. Di Donato M.B.A. (Chief Financial Officer and Head of Strategy), John Trainer M.B.A. (SVice President and Chief Operating Officer), John Goll III (SVice President, Finance and Chief Accounting Officer), Annelise Vuidepot Ph.D. (Chief Technology Officer and Head of Pipeline and Platform Research), Sean D. Buckley (Vice President and Chief Information Officer), Clayton Robertson (Head of Investor Relations), Lily Margaret Hepworth (General Counsel and Company Secretary), Elizabeth Varki Jobes Esq., J.D. (Chief Compliance Officer), SÃ©bastien Desprez (Head of Communications)","Immunocore Holdings plc, a commercial-stage biotechnology company, engages in the development of immunotherapies for the treatment of cancer, infectious, and autoimmune diseases.",United Kingdom,Biotechnology,Healthcare,"{'Dr. Bahija Jallal Ph.D.': 'Chief Executive Officer and Director', 'Brian R. Di Donato M.B.A.': 'Chief Financial Officer and Head of Strategy', 'John Trainer M.B.A.': 'SVice President and Chief Operating Officer', 'John Goll III': 'SVice President, Finance and Chief Accounting Officer', 'Annelise Vuidepot Ph.D.': 'Chief Technology Officer and Head of Pipeline and Platform Research', 'Sean D. Buckley': 'Vice President and Chief Information Officer', 'Clayton Robertson': 'Head of Investor Relations', 'Lily Margaret Hepworth': 'General Counsel and Company Secretary', 'Elizabeth Varki Jobes Esq., J.D.': 'Chief Compliance Officer', 'SÃ©bastien Desprez': 'Head of Communications'}"
"Feb 5, 2021",PHVS,Pharvaris N.V.,$20.00,$19.32,-3.40%,"Berndt Axel Edvard Modig CPA, M.B.A. (Co-Founder, Chief Executive Officer and Executive Director), Anna Nijdam M.Sc., R.A. (Head of Strategic Finance and Principal Accounting Officer)","Pharvaris N.V., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapies for rare diseases.",Netherlands,Biotechnology,Healthcare,"{'Berndt Axel Edvard Modig CPA, M.B.A.': 'Co-Founder, Chief Executive Officer and Executive Director', 'Anna Nijdam M.Sc., R.A.': 'Head of Strategic Finance and Principal Accounting Officer'}"
"Feb 5, 2021",TERN,"Terns Pharmaceuticals, Inc.",$17.00,$7.37,-56.65%,"Dr. Erin Quirk M.D. (President and Head of Research & Development), Seokho Yoon Esq. (Chief Operating Officer, General Counsel and Secretary), Amy L. Burroughs M.B.A. (Chief Executive Officer and Director), Dr. Mark Joseph Vignola Ph.D. (Chief Financial Officer and Treasurer), Dr. Jeffrey R. Jasper Ph.D. (Senior Vice President and Head of Research), Dr. Emil T. Kuriakose M.D. (Chief Medical Officer)","Terns Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops small-molecule product candidates for the treatment of oncology, metabolic dysfunction-associated steatohepatitis (MASH), and obesity.",United States,Biotechnology,Healthcare,"{'Dr. Erin Quirk M.D.': 'President and Head of Research & Development', 'Seokho Yoon Esq.': 'Chief Operating Officer, General Counsel and Secretary', 'Amy L. Burroughs M.B.A.': 'Chief Executive Officer and Director', 'Dr. Mark Joseph Vignola Ph.D.': 'Chief Financial Officer and Treasurer', 'Dr. Jeffrey R. Jasper Ph.D.': 'Senior Vice President and Head of Research', 'Dr. Emil T. Kuriakose M.D.': 'Chief Medical Officer'}"
"Feb 5, 2021",COVA,COVA Acquisition Corp.,$10.00,$10.55,5.50%,"Ziyu Shen (Chief Executive Officer and Chairman), Jing Zhou (Chief Financial Officer), Peter W. Cirino (Chief Operating Officer), Andrew Winterton (General Counsel and Compliance Officer)",ECARX Holdings Inc. develops a full stack automotive computing platform to shape the interaction between people and cars by rapidly advancing the technology by smart mobility worldwide.,China,Auto Parts,Consumer Discretionary,"{'Ziyu Shen': 'Chief Executive Officer and Chairman', 'Jing Zhou': 'Chief Financial Officer', 'Peter W. Cirino': 'Chief Operating Officer', 'Andrew Winterton': 'General Counsel and Compliance Officer'}"
"Feb 5, 2021",CPUH,Compute Health Acquisition Corp.,$10.00,$10.36,3.60%,"Dr. Shantanu K. Gaur M.D. (Co-Founder, Chief Executive Officer, President and Director), Dr. Samuel G. Levy (Co-Founder), Christopher Geberth (Chief Financial Officer and Treasurer), Dr. Ram Chuttani M.D. (MD, Chief Medical Officer and Founding Partner), Brendan Michael Gibbons (Chief Legal Officer and Corporate Secretary), Matt Wright (Vice President of People), Joyce Johnson (Senior Vice President of RA and QA)",Allurion Technologies Inc. focuses on ending obesity with a weight loss platform to treat people who are overweight.,United States,Medical Devices,Healthcare,"{'Dr. Shantanu K. Gaur M.D.': 'Co-Founder, Chief Executive Officer, President and Director', 'Dr. Samuel G. Levy': 'Co-Founder', 'Christopher Geberth': 'Chief Financial Officer and Treasurer', 'Dr. Ram Chuttani M.D.': 'MD, Chief Medical Officer and Founding Partner', 'Brendan Michael Gibbons': 'Chief Legal Officer and Corporate Secretary', 'Matt Wright': 'Vice President of People', 'Joyce Johnson': 'Senior Vice President of RA and QA'}"
"Feb 5, 2021",QFTA,Quantum FinTech Acquisition Corporation,$10.00,$5.20,-18.00%,"Robert George McBey (Chief Executive Officer and Chairman), Richard Wright Barber (Chief Financial Officer), Ilya Bogdanov (Chief Technology Officer), John Martin Schaible (Chief Strategy Officer and Director), David Craig Ridenhour (Chief Business Development Officer and Director)","AtlasClear Holdings, Inc. focuses on operating as a technology enabled financial services firm.",United States,Software - Infrastructure,Technology,"{'Robert George McBey': 'Chief Executive Officer and Chairman', 'Richard Wright Barber': 'Chief Financial Officer', 'Ilya Bogdanov': 'Chief Technology Officer', 'John Martin Schaible': 'Chief Strategy Officer and Director', 'David Craig Ridenhour': 'Chief Business Development Officer and Director'}"
"Feb 5, 2021",VOR,Vor Biopharma Inc.,$18.00,$1.20,-93.33%,"Dr. Robert Ang M.B.A., M.D., MBBS (President, Chief Executive Officer and Director), Tania Philipp (Chief People Officer), Dr. Robert G. Pietrusko Pharm. D., Pharm.D. (Chief Regulatory Officer), John C. King M.B.A. (Chief Commercial Officer), Dr. Eyal C. Attar M.D. (Chief Medical Officer), Samir Vattompadam M.S. (Senior Vice President of Portfolio Strategy and Program Management), David Phillips M.B.A. (Senior Vice President and Head of Quality)",Vor Biopharma Inc. operates as a clinical-stage cell and genome engineering company.,United States,Biotechnology,Healthcare,"{'Dr. Robert Ang M.B.A., M.D., MBBS': 'President, Chief Executive Officer and Director', 'Tania Philipp': 'Chief People Officer', 'Dr. Robert G. Pietrusko Pharm. D., Pharm.D.': 'Chief Regulatory Officer', 'John C. King M.B.A.': 'Chief Commercial Officer', 'Dr. Eyal C. Attar M.D.': 'Chief Medical Officer', 'Samir Vattompadam M.S.': 'Senior Vice President of Portfolio Strategy and Program Management', 'David Phillips M.B.A.': 'Senior Vice President and Head of Quality'}"
"Feb 5, 2021",ELTX,"Elicio Therapeutics, Inc.",-,$7.11,-,"Robert T. Connelly (Chief Executive Officer, President and Director), Dr. Christopher M. Haqq M.D., Ph.D. (Executive Vice President, Head of Research and Development and Chief Medical Officer), Prof. Darrell J. Irvine Ph.D. (Co-Founder, Consultant, Board Observer and Chairman of Scientific Advisory Board), Brian Piekos (Chief Financial Officer), Michael DiVecchia (Senior Vice President of Operations and Human Resources), Dr. Peter DeMuth Ph.D. (Chief Scientific Officer), Megan C. Filoon (General Counsel, Secretary and Compliance Officer), Esther Welkowsky (Senior Vice President of Clinical Development), Joy Seymour (Vice President and Head of Regulatory Affairs), Dr. Thian Kheoh Ph.D. (Senior Vice President of Biometrics)","Elicio Therapeutics, Inc., a clinical-stage biotechnology company, develops a pipeline of novel immunotherapies for the treatment of cancer.",United States,Biotechnology,Healthcare,"{'Robert T. Connelly': 'Chief Executive Officer, President and Director', 'Dr. Christopher M. Haqq M.D., Ph.D.': 'Executive Vice President, Head of Research and Development and Chief Medical Officer', 'Prof. Darrell J. Irvine Ph.D.': 'Co-Founder, Consultant, Board Observer and Chairman of Scientific Advisory Board', 'Brian Piekos': 'Chief Financial Officer', 'Michael DiVecchia': 'Senior Vice President of Operations and Human Resources', 'Dr. Peter DeMuth Ph.D.': 'Chief Scientific Officer', 'Megan C. Filoon': 'General Counsel, Secretary and Compliance Officer', 'Esther Welkowsky': 'Senior Vice President of Clinical Development', 'Joy Seymour': 'Vice President and Head of Regulatory Affairs', 'Dr. Thian Kheoh Ph.D.': 'Senior Vice President of Biometrics'}"
"Feb 5, 2021",BOLT,"Bolt Biotherapeutics, Inc.",$20.00,$0.74,-96.33%,"Dr. Randall C. Schatzman Ph.D. (Chief Executive Officer and Director), Dr. Edgar George Engleman M.D. (Founder and Independent Director), William P. Quinn (Chief Financial Officer and Secretary), Grant Yonehiro C.F.A., M.B.A. (Chief Business Officer), Dr. Edith A. Perez M.D. (Chief Medical Officer), Wesley Burwell (Vice President and Head of Human Resources), Dr. Nathan Ihle Ph.D. (Senior Vice President of Pharmaceutical Operations)","Bolt Biotherapeutics, Inc., a clinical-stage biopharmaceutical company, engages in the development of immunotherapies for the treatment of cancer.",United States,Biotechnology,Healthcare,"{'Dr. Randall C. Schatzman Ph.D.': 'Chief Executive Officer and Director', 'Dr. Edgar George Engleman M.D.': 'Founder and Independent Director', 'William P. Quinn': 'Chief Financial Officer and Secretary', 'Grant Yonehiro C.F.A., M.B.A.': 'Chief Business Officer', 'Dr. Edith A. Perez M.D.': 'Chief Medical Officer', 'Wesley Burwell': 'Vice President and Head of Human Resources', 'Dr. Nathan Ihle Ph.D.': 'Senior Vice President of Pharmaceutical Operations'}"
"Feb 5, 2021",EVAX,Evaxion Biotech A/S,$10.00,$2.68,-73.20%,"Christian Kanstrup M.Sc. (Chief Executive Officer), Andreas Holm Mattsson (Co-Founder and Chief AI and Culture Officer), Jesper Nyegaard Nissen M.Sc. (Interim Chief Financial Officer and Chief Operating Officer), Dr. Niels Iversen Moeller M.D. (Co-Founder, Vice President of Business and Director), Dr. Birgitte Rono Ph.D. (Chief Scientific Officer), Dr. JÃ¼rgen LanghÃ¤rig EMBA, Ph.D. (Head of Business Development and Member of Advisory Board)","Evaxion Biotech A/S, a clinical-stage biotech company, engages in developing artificial intelligence-powered immunotherapies.",Denmark,Biotechnology,Healthcare,"{'Christian Kanstrup M.Sc.': 'Chief Executive Officer', 'Andreas Holm Mattsson': 'Co-Founder and Chief AI and Culture Officer', 'Jesper Nyegaard Nissen M.Sc.': 'Interim Chief Financial Officer and Chief Operating Officer', 'Dr. Niels Iversen Moeller M.D.': 'Co-Founder, Vice President of Business and Director', 'Dr. Birgitte Rono Ph.D.': 'Chief Scientific Officer', 'Dr. JÃ¼rgen LanghÃ¤rig EMBA, Ph.D.': 'Head of Business Development and Member of Advisory Board'}"
"Feb 5, 2021",CNEY,CN Energy Group. Inc.,$4.00,$0.47,-88.25%,"Xinyang Wang (Chairwoman of the Board and Secretary of the Board), Steven Berman (Chief Executive Officer), Jinwu Huang (Chief Financial Officer)","CN Energy Group. Inc., through its subsidiaries, engages in the manufacture and supply of wood-based activated carbon primarily in China.",China,Specialty Chemicals,Materials,"{'Xinyang Wang': 'Chairwoman of the Board and Secretary of the Board', 'Steven Berman': 'Chief Executive Officer', 'Jinwu Huang': 'Chief Financial Officer'}"
"Feb 5, 2021",ATMR,Altimar Acquisition Corp. II,$10.00,$10.53,5.30%,"Carey Chen (Chief Executive Officer and Director), Mark T. Frost (Chief Financial Officer), Michelle Mihevc (Co-Founder and Principal), Doug Beaton (Chief Operating Officer), Michael Cimini (Director of Investor Relations), Kurt Bork (Vice President of Sales and Marketing), Caprice Perez (Chief Human Resources Officer)","Fathom Digital Manufacturing Corporation, a digital manufacturing platform, provides product development and manufacturing services in North America.",United States,Conglomerates,Industrials,"{'Carey Chen': 'Chief Executive Officer and Director', 'Mark T. Frost': 'Chief Financial Officer', 'Michelle Mihevc': 'Co-Founder and Principal', 'Doug Beaton': 'Chief Operating Officer', 'Michael Cimini': 'Director of Investor Relations', 'Kurt Bork': 'Vice President of Sales and Marketing', 'Caprice Perez': 'Chief Human Resources Officer'}"
"Feb 5, 2021",FWAA,Fifth Wall Acquisition Corp. I,$10.00,$12.10,21.00%,"Lucas Merwan Haldeman (Founder, Chairman and Chief Executive Officer), Isaiah Derose-Wilson (Co-Founder and Chief Technology Officer), Robyn Young (Chief Marketing Officer), Daryl Stemm (Chief Financial Officer), Wyron Bobis (Executive Vice President of Operations), Brian William Ruttenbur (Senior Vice President of Investor Relations), Kristen Morse Lee (General Counsel and Corporate Secretary), Amanda Chavez (Director of Corporate Communications), Heather Auer (Executive Vice President of Human Resources), Sarah Roudybush (Chief of Staff)","SmartRent, Inc., an enterprise real estate technology company, provides management software and applications to rental property owners and operators, property managers, homebuilders, developers, and residents in the United States and internationally.",United States,Software - Application,Technology,"{'Lucas Merwan Haldeman': 'Founder, Chairman and Chief Executive Officer', 'Isaiah Derose-Wilson': 'Co-Founder and Chief Technology Officer', 'Robyn Young': 'Chief Marketing Officer', 'Daryl Stemm': 'Chief Financial Officer', 'Wyron Bobis': 'Executive Vice President of Operations', 'Brian William Ruttenbur': 'Senior Vice President of Investor Relations', 'Kristen Morse Lee': 'General Counsel and Corporate Secretary', 'Amanda Chavez': 'Director of Corporate Communications', 'Heather Auer': 'Executive Vice President of Human Resources', 'Sarah Roudybush': 'Chief of Staff'}"
"Feb 5, 2021",KURI,Alkuri Global Acquisition Corp.,$10.00,$9.20,-8.00%,"Dr. Ali Parsadoust (Founder, Chairman and Chief Executive Officer), Paul-Henri Ferrand (Chief Operating Officer), David Humphreys (Chief Financial Officer), Samira Lowman (Chief People Officer), Mairi Johnson (Chief Partnerships Officer and Employee Director), Aron England (Chief Product Officer)",Babylon Holdings Limited operates as a digital healthcare company.,United Kingdom,Health Information Services,Healthcare,"{'Dr. Ali Parsadoust': 'Founder, Chairman and Chief Executive Officer', 'Paul-Henri Ferrand': 'Chief Operating Officer', 'David Humphreys': 'Chief Financial Officer', 'Samira Lowman': 'Chief People Officer', 'Mairi Johnson': 'Chief Partnerships Officer and Employee Director', 'Aron England': 'Chief Product Officer'}"
"Feb 4, 2021",SANA,"Sana Biotechnology, Inc.",$25.00,$5.68,-77.28%,"Dr. Steven D. Harr M.D. (President, Chief Executive Officer and Director), Bernard J. Cassidy J.D. (Executive Vice President, General Counsel and Corporate Secretary), Nathan Hardy M.B.A. (Executive Vice President and Chief Financial Officer), Snehal Patel (Senior Vice President and Chief Technical Officer), Robin Andrulevich (Executive Vice President and Chief People Officer), Dr. Edward Rebar Ph.D. (Head of Cell Engineering), Paul Brunetta M.D. (Senior Vice President and Head of Clinical and Translational Science), Christian Hordo M.B.A. (Executive Vice President and Chief Business Officer), Dr. Sonja Schrepfer M.D., Ph.D. (Senior Vice President and Head of Hypoimmune Platform), Dr. Terry Fry M.D. (Senior Vice President and Head of T Cell Therapeutics)","Sana Biotechnology, Inc., a biotechnology company, focuses on utilizing engineered cells as medicines.",United States,Biotechnology,Healthcare,"{'Dr. Steven D. Harr M.D.': 'President, Chief Executive Officer and Director', 'Bernard J. Cassidy J.D.': 'Executive Vice President, General Counsel and Corporate Secretary', 'Nathan Hardy M.B.A.': 'Executive Vice President and Chief Financial Officer', 'Snehal Patel': 'Senior Vice President and Chief Technical Officer', 'Robin Andrulevich': 'Executive Vice President and Chief People Officer', 'Dr. Edward Rebar Ph.D.': 'Head of Cell Engineering', 'Paul Brunetta M.D.': 'Senior Vice President and Head of Clinical and Translational Science', 'Christian Hordo M.B.A.': 'Executive Vice President and Chief Business Officer', 'Dr. Sonja Schrepfer M.D., Ph.D.': 'Senior Vice President and Head of Hypoimmune Platform', 'Dr. Terry Fry M.D.': 'Senior Vice President and Head of T Cell Therapeutics'}"
"Feb 4, 2021",LABP,"Landos Biopharma, Inc.",$16.00,$22.93,43.31%,"Richard A. Gonzalez (Chairman and Chief Executive Officer), Robert A. Michael (President and Chief Operating Officer), Scott T. Reents (Executive Vice President and Chief Financial Officer), Dr. Azita Saleki-Gerhardt Ph.D. (Executive Vice President and Chief Operating Officer), Jeffrey Ryan Stewart (Executive Vice President and Chief Commercial Officer), Dr. Thomas J. Hudson M.D. (Senior Vice President and Chief Scientific Officer of Global Research), Elizabeth Shea (Senior Vice President of Investor Relations), Perry C. Siatis (Executive Vice President, General Counsel and Secretary), Sanjay Narayan (Senior Vice President, Chief Ethics, Compliance Officer and Allergan Aesthetic Legal), Timothy J. Richmond (Executive Vice President and Chief Human Resources Officer)","AbbVie Inc. discovers, develops, manufactures, and sells pharmaceuticals worldwide.",United States,Drug Manufacturers - General,Healthcare,"{'Richard A. Gonzalez': 'Chairman and Chief Executive Officer', 'Robert A. Michael': 'President and Chief Operating Officer', 'Scott T. Reents': 'Executive Vice President and Chief Financial Officer', 'Dr. Azita Saleki-Gerhardt Ph.D.': 'Executive Vice President and Chief Operating Officer', 'Jeffrey Ryan Stewart': 'Executive Vice President and Chief Commercial Officer', 'Dr. Thomas J. Hudson M.D.': 'Senior Vice President and Chief Scientific Officer of Global Research', 'Elizabeth Shea': 'Senior Vice President of Investor Relations', 'Perry C. Siatis': 'Executive Vice President, General Counsel and Secretary', 'Sanjay Narayan': 'Senior Vice President, Chief Ethics, Compliance Officer and Allergan Aesthetic Legal', 'Timothy J. Richmond': 'Executive Vice President and Chief Human Resources Officer'}"
"Feb 4, 2021",SNSE,"Sensei Biotherapeutics, Inc.",$19.00,$0.59,-96.88%,"John K. Celebi M.B.A. (President, Chief Executive Officer and Director), Dr. Edward Van der Horst Ph.D. (Chief Scientific Officer), Lora Pike (Vice President of Investor Relations and Communications), Christopher W. Gerry J.D. (Senior Vice President, General Counsel and Secretary), Stephanie Krebs M.B.A., M.S. (Chief Business Officer), Dr. Aaron Weitzman FACP, M.D., Ph.D. (Chief Medical Officer)","Sensei Biotherapeutics, Inc., an immuno-oncology company, engages in the discovery and development of therapeutics for cancer patients.",United States,Biotechnology,Healthcare,"{'John K. Celebi M.B.A.': 'President, Chief Executive Officer and Director', 'Dr. Edward Van der Horst Ph.D.': 'Chief Scientific Officer', 'Lora Pike': 'Vice President of Investor Relations and Communications', 'Christopher W. Gerry J.D.': 'Senior Vice President, General Counsel and Secretary', 'Stephanie Krebs M.B.A., M.S.': 'Chief Business Officer', 'Dr. Aaron Weitzman FACP, M.D., Ph.D.': 'Chief Medical Officer'}"
"Feb 4, 2021",NXU,Novus Capital Corporation II,$10.00,$11.55,15.50%,"Mark Aaron Hanchett (Founder, Chief Executive Officer and Chairman of the Board), Annie Pratt (President, Secretary and Director), Sarah Wyant (Interim Chief Financial Officer), Jordan Christensen (Chief Legal Officer), Kate Sieker (Vice President of People)","Nxu, Inc, a technology company, engages in the developing of next-generation electric vehicle charging, battery, and vehicle technologies for mobility customers in the United States.",United States,Electrical Equipment & Parts,Industrials,"{'Mark Aaron Hanchett': 'Founder, Chief Executive Officer and Chairman of the Board', 'Annie Pratt': 'President, Secretary and Director', 'Sarah Wyant': 'Interim Chief Financial Officer', 'Jordan Christensen': 'Chief Legal Officer', 'Kate Sieker': 'Vice President of People'}"
"Feb 4, 2021",CENH,Centricus Acquisition Corp.,$10.00,$8.35,-16.50%,"David John Williams Esq. (Founder, Executive Chairman and Chief Executive Officer), David James Bestwick Esq. (Co-Founder and Chief Technology Officer), Dr. Geoffrey Taylor (Advisor and Co-Founder), Dr. Barry Childe (Co-Founder and CIO), Nicholas Pointon (Chief Financial Officer and Executive Director), Ben Olivier (Managing Director of Operations), Patrick Willcocks (General Counsel and Corporate Secretary), Paul Feenan (Chief Revenue Officer), Dr. Daniel Shiu (Chief Cryptographer), David Webb (Chief Software Engineer)",Arqit Quantum Inc. provides cybersecurity services through satellite and terrestrial platforms in the United Kingdom.,United Kingdom,Software - Infrastructure,Technology,"{'David John Williams Esq.': 'Founder, Executive Chairman and Chief Executive Officer', 'David James Bestwick Esq.': 'Co-Founder and Chief Technology Officer', 'Dr. Geoffrey Taylor': 'Advisor and Co-Founder', 'Dr. Barry Childe': 'Co-Founder and CIO', 'Nicholas Pointon': 'Chief Financial Officer and Executive Director', 'Ben Olivier': 'Managing Director of Operations', 'Patrick Willcocks': 'General Counsel and Corporate Secretary', 'Paul Feenan': 'Chief Revenue Officer', 'Dr. Daniel Shiu': 'Chief Cryptographer', 'David Webb': 'Chief Software Engineer'}"
"Feb 4, 2021",ATC,Atotech Limited,$17.00,$22.71,33.59%,"Dr. John T. C. Lee (President, Interim Principal Financial Officer, Chief Executive Officer and Director), David Philip Henry (Executive Vice President of Operations and Corporate Marketing), Kathleen F. Burke Esq. (Executive Vice President, General Counsel and Secretary), Seth H. Bagshaw (Special Advisor), James Alan Schreiner (Executive Vice President and Chief Operating Officer of Materials Solutions Division), Michelle M. McCarthy (Vice President and Chief Accounting Officer), Madhuri A. Andrews (Executive Vice President and Chief Information Officer), David Ryzhik (Vice President of Investor Relations), Sally Ann Bouley (Executive Vice President and Chief Human Resources Officer), Dr. Mark Milton Gitin (Executive Vice President and GM of Photonics Solutions Division)","MKS Instruments, Inc. provides foundational technology solutions to semiconductor manufacturing, electronics and packaging, and specialty industrial applications in the United States, Germany, China, South Korea, and internationally.",United States,Scientific & Technical Instruments,Technology,"{'Dr. John T. C. Lee': 'President, Interim Principal Financial Officer, Chief Executive Officer and Director', 'David Philip Henry': 'Executive Vice President of Operations and Corporate Marketing', 'Kathleen F. Burke Esq.': 'Executive Vice President, General Counsel and Secretary', 'Seth H. Bagshaw': 'Special Advisor', 'James Alan Schreiner': 'Executive Vice President and Chief Operating Officer of Materials Solutions Division', 'Michelle M. McCarthy': 'Vice President and Chief Accounting Officer', 'Madhuri A. Andrews': 'Executive Vice President and Chief Information Officer', 'David Ryzhik': 'Vice President of Investor Relations', 'Sally Ann Bouley': 'Executive Vice President and Chief Human Resources Officer', 'Dr. Mark Milton Gitin': 'Executive Vice President and GM of Photonics Solutions Division'}"
"Feb 3, 2021",TIXT,TELUS International (Cda) Inc.,$25.00,$5.74,-77.04%,"Jeffrey D. Puritt (President, Chief Executive Officer and Director), Michael Ringman (Chief Information Officer), Marilyn Tyfting (Chief Corporate Officer and Senior Vice President), Gopi Chande (Chief Financial Officer), Jose-Luis Garcia (Chief Operating Officer), Jason Mayr (Senior Director of Investor Relations and Treasury), Michel E. Belec (Chief Legal Officer and Corporate Secretary), Brian Hannon (Acting Chief Growth Officer), Tobias Dengel (President of WillowTree)","TELUS International (Cda) Inc. design, builds, and delivers digital solutions for customer experience (CX) in the Asia-Pacific, the Central America, Europe, Africa, North America, and internationally.",Canada,Software - Infrastructure,Technology,"{'Jeffrey D. Puritt': 'President, Chief Executive Officer and Director', 'Michael Ringman': 'Chief Information Officer', 'Marilyn Tyfting': 'Chief Corporate Officer and Senior Vice President', 'Gopi Chande': 'Chief Financial Officer', 'Jose-Luis Garcia': 'Chief Operating Officer', 'Jason Mayr': 'Senior Director of Investor Relations and Treasury', 'Michel E. Belec': 'Chief Legal Officer and Corporate Secretary', 'Brian Hannon': 'Acting Chief Growth Officer', 'Tobias Dengel': 'President of WillowTree'}"
